month_title,month_url,day_url,day_title,summary_lines
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_01-Tout.html,1 Toot ( The First Day of the Blessed Month of Tute ),"1. Feast of El-Nayrouz (Beginning of the Blessed Coptic Year). | 2. The Martyrdom of St. Bartholomew, the Apostle. | 3. The Departure of St. Melyos (Milius), the Third Pope of Alexandria. | 1 . Today is the beginning of the blessed Coptic year. It is necessary to keep it a holy day with full purity and chastity. Let us start a new demeanor as St. Paul the Apostle says, ""Therefore if anyone is in Christ, he is a new creation: old things have passed away; behold, all things have become new. Now all things are of God, who has reconciled us to Himself through Jesus Christ, and has given us the ministry of reconciliation."" ( 2 Cor. 5 : 17 - 18 ) And Isaiah the Prophet says, ""The Spirit of the Lord God is upon Me, because the Lord has anointed Me to preach good tidings to the meek; He has sent Me to heal the broken-hearted, to proclaim liberty to the captives. To proclaim the acceptable year of the Lord."" (Isaiah 61 : 1 - 2 ) And David the Prophet says, ""You crown the year with Your goodness; and Your paths drip with abundance."" (Psalms 65 : 11 )"
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_02-Tout.html,2 Toot ( The Second Day of the Blessed Month of Tute ),"1. The Martyrdom of St. John the Baptist. | 2. The Martyrdom of St. Dasya the Soldier. | 1 . On this day, the forerunner and great prophet, St. John the Baptist, son of Zacharias the priest, was martyred by the order of King Herod. When St. John rebuked Herod because of Herodias, the wife of his brother Phillip whom he had taken as a wife, he said to him, ""It is not lawful for you to have your brother's wife."" (Mark: 6 : 18 ) Herod seized the Saint and cast him into prison; however, he feared John. | An opportune day came when Herod, on his birthday, gave a feast for his nobles, the high officers and the chief men of Galilee. And when Herodias' daughter herself came in and danced and pleased Herod. He promised her anything she might ask for, even as much as half of his kingdom. She went to her mother and asked her, ""What shall I ask?"" Her mother said, ""Ask for the head of John the Baptist on a platter."" When Herod heard this, he was exceedingly sorry. But because of his promise and those who were sitting with him, he did not want to refuse her request. He therefore commanded his servants to cut off the head of Saint John and they gave it to the damsel and the damsel gave it to her mother. (Mark 6 : 20 - 28 ) There was great consternation that day, and their joy soon turned into sorrow."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_03-Tout.html,3 Toot ( The Third Day of the Blessed Month of Tute ),"1. A Council held in the city of Alexandria. | 2. A Great Earthquake took place in Cairo and Most of the Egyptian Cities. | 1 . On this day of the year 243 A.D., a holy synod convened in the city of Alexandria in the second year of the Papacy of St. Dionysius, the fourteenth Pope of Alexandria. This council was convened because certain people in the Arabian countries believed that the spirit dies with the body, and that on the day of the resurrection, it shall be raised up with it. They composed articles on this belief and sent them to certain people in Alexandria. | When this reached Abba Dionysius he was exceedingly sorry, and he tried to return them from their erroneous opinion, but they would not hearken to him. Therefore, the council assembled, confronted them, and made manifest their perversion. They neither repented nor turned away from their false belief, the holy synod and the Pope excommunicated them."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_04-Tout.html,4 Toot ( The Fourth Day of the Blessed Month of Tute ),"The Departure of St. Macarius, 69th Pope of Alexandria | On this day, Abba Macarius II, the sixty-ninth Pope of the great city of Alexandria, departed in the year 1122 A.D. This father was pious and ascetic since his young age, and longed for the monastic life. He went to the desert of Scete and became a monk in the monastery of St. Macarius. He devoted himself to worship and spiritual struggle. He instructed himself by reading the Holy Scriptures, their interpretation and by contemplating on its meaning. He grew in virtues and was ordained a priest. | When Abba Mikhail, the sixty-eighth, Pope departed and the papal throne became vacant, a group of bishops and priests went to the wilderness of Scete. They assembled in the church with the elders of Scete. They remained there for many days, searching and scouting for who would be best for this position. Finally they unanimously agreed to choose this father for what was known of his good character and excellent attributes. They took him and bound him against his will, and he cried out and begged them with excuses to release him saying, ""I am not fit to be raised to the dignity of the Papacy."" | They brought him bound to the city of Alexandria and ordained him Patriarch. The deed of his appointment was read in the Church of Mu'allakah (The Church of the Holy Virgin) in the Greek, Coptic, and Arabic languages."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_05-Tout.html,5 Toot ( The Fifth Day of the Blessed Month of Tute ),"The Martyrdom of Saint Sophia | On this day, St. Sophia, was martyred. She used to go to church with her Christian neighbors, so she became a believer in the Lord Christ. Longing to become Christian, she went to the Bishop of Manf. He baptized her in the name of the Father and the Son and the Holy Spirit. | Thereupon an accusation of becoming a Christian was brought against her before Claudianus, the Governor. The governor brought her, and questioned her. She confessed and did not deny her faith. He tortured her with many tortures. He whipped her, then burned her joints; however, she went on crying out, saying, ""I am a Christian."" The governor commanded to have her tongue cut off and then returned her to prison. | He sent his wife to her to dissuade her, and promise her with many rewards. When she would not be dissuaded, he commanded to have her head cut off. She prayed a long prayer and asked God to forgive the governor and his soldiers for what they had done to her. Then she bowed her head down and the executioner cut off her neck."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_06-Tout.html,6 Toot ( The Sixth Day of the Blessed Month of Tute ),"1. The Departure of Isaiah the Prophet. | 2. The Martyrdom of Saint Basilissa. | 1 . On this day, the great Prophet Isaiah, the son of Amoz, was killed by the hand of Manasseh the King who sawed him with a wooden saw. | This prophet prophesied in the days of five kings: Uzziah, Jotham, Ahaz, Hezekiah, and Manasseh. He prophesied to Ahaz saying, ""Behold, the virgin shall conceive, and bear a Son, and shall call his name Immanuel."" (Isaiah 7 : 14 ) He also prophesied that, ""His name shall be called Wonderful, Counsellor, Mighty God, Everlasting Father, Prince of Peace,"" (Isaiah 9 : 6 ), and the Lord will have mercy upon the world by offering Himself a sacrifice for all mankind as, ""He was wounded for our transgressions, He was bruised for our iniquities; the chastisement for our peace was upon Him; and by His stripes we are healed..., and the Lord has laid on Him the iniquity of us all."" (Isaiah 53 : 5 - 6 )"
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_07-Tout.html,7 Toot ( The Seventh Day of the Blessed Month of Tute ),"I. The Departure of St. Dioscorus, 25th Pope of Alexandria. | 2. The Martyrdom of Sts. Agathon, Peter, John, Amun and Amuna and Their Mother, Rebecca. | 3. The Departure of St. Severianus, Bishop of Gabala. | 1 . On this day of the year 451 A.D., the blessed father and the great champion of Orthodoxy, Saint Dioscorus, 25 th Pope of Alexandria, departed. His departure took place on the island of Gagra after he had fought the good fight defending the Orthodox faith."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_08-Tout.html,8 Toot ( The Eighth Day of the Blessed Month of Tute ),"1. The Martyrdom of Zacharias the Prophet. | 2. The Departure of Moses the Prophet. | 3. The Martyrdom of St. Dimides (Diomede). | 1 . On this day St. Zacharias, the priest, was martyred by the hand of Herod the King. When the angel Gabriel announced to him the birth of John his Son, he did not believe his word and the angel made him dumb, unable to speak until the child was born. (Luke 1 : 18 - 22 ) When they named the child, he asked for a writing table and wrote that his name would be John. Then he spoke, and praised God. (Luke 1 : 63 - 79 ) The Holy Gospel gave testimony concerning him, that he and his wife were righteous, walking in the Law of God without blemish."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_09-Tout.html,9 Toot ( The Ninth Day of the Blessed Month of Tute ),"The Martyrdom of St. Pisora the Bishop | On this day, the holy father, the Bishop Abba Pisora, was martyred. He was the bishop of the God-loving city of Masil. When Diocletian returned to worshipping the idols and started persecuting the Christians, this holy man longed to shed his blood for the name of Christ. He gathered the people before the altar and commanded them with the commandments of the Lord, and then informed them that he wished to receive the crown of martyrdom for the sake of the name of Christ. They all wept, the young and the old, saying, ""To whom will you leave us, Our Father, as orphans?"" They wanted to prevent him from doing so, but when they could not, they let him go after he committed them to the Lord Christ. He left them bidding him farewell with much tears. | Three bishops agreed to go with him; they were Pisikhos, Fanalikhos, and Theodore, and they all went together to the city of the governor and confessed the Lord Christ. He tortured them cruelly, especially when he knew that they were bishops and fathers to the Christians. The courageous bishops endured the tortures with patience and the Lord Christ strengthened them. Finally the governor ordered that the heads of the four be cut, and they received the crowns of life in the kingdom of God. The body of Saint Pisora was in the city of Nasheen El-Kanater, Gharbia governorate, and at present is in St. George's Church in Old Cairo. | Their prayers preserve and guard us all, and Glory be to our God forever. Amen."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_10-Tout.html,10 Toot ( The Tenth Day of the Blessed Month of Tute ),"I. The Martyrdom of Saint Matruna. | 2. The Commemoration of Sts. Basin and Her Children. | 1 . On this day St. Matruna, who was a maid-servant to a Jewish lady, was martyred. She was of Christian parents, and her mistress used to entice her to adopt the Hebrew religion, but she refused. Therefore her mistress used to humiliate her, ill treat her, and over-burden her with servitude. | One day she accompanied her mistress to the Jewish temple, then she went to the Christians church. And when her mistress asked her where she had been and why she did not enter their assembly, the Saint replied, ""God had departed far from the synagogue that is yours, how shall I enter it? Whereas the place that should be entered is the church which the Lord Christ has bought with His blood."" Her mistress became angry at this and beat her harshly, then imprisoned her in a dark place where she spent four days without food or drink. She then took her out and beat her painfully, then she returned her to her imprisonment where she died."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_11-Tout.html,11 Toot ( The Eleventh Day of the Blessed Month of Tute ),"The Martyrdom of Saint Basilides (Wasilides) | On this day, St. Basilides (Wasilides) who was a minister and counsellor for the Roman Empire, was martyred. He had many slaves and servants. Emperor Numerianus was the ruler, who was married to Basilides' sister, Patricia, and had a son called Yustus. Patricia was also the mother of Theodore El-Mishreke. Basilides had two sons: Awsabyos (Eusebyus) and Macarius. | When the Persians waged war against Rome, Emperor Numerianus sent to them his son Yustus and Awsabyos, Basilides' son. Then he went to fight another enemy and was killed in that war. His kingdom was thus left vacant without a ruler. | The people chose from among the soldiers a man called Agrippita, who was a shepherd, and they set him over the royal horses, stable. He was a mighty man in action, bold in his dealings. One of the emperor's daughters looked at him and took him as her husband. She made him emperor and called him, ""Diocletian."" Shortly after, he forsook the Lord God of Heaven and worshipped idols. When Wasilides heard this, he was sorrowful, and he did not return to the service of the new Emperor."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_12-Tout.html,12 Toot ( The Twelfth Day of the Blessed Month of Tute ),"1. The Assembly of the Third Ecumenical Council at Ephesus to Judge Nestorius, Archbishop of Constantinople. | 2. The Translocation of the Relics of Sts. Clemus (Aklimos) and His Companions. | 1 . On this day of the year 431 A.D., the Holy Council at Ephesus which was attended by 200 bishops, was convened. It was the third of the Ecumenical Councils. That was in the twentieth year of the reign of Theodosius II, son of Arcadius, son of Theodosius the Great. | They assembled because of the heresy of Nestorius who was Archbishop of Constantinople. He believed that St. Mary did not give birth to the incarnated God, but only to a human being, and that afterwards the Son of God dwelt in him, not the dwelling of unity but just the dwelling of will, and therefore, Christ because of that reason, had two natures and two wills."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_13-Tout.html,13 Toot ( The Thirteenth Day of the Blessed Month of Tute ),"1. The Departure of Pope Mattheos II, 90th Patriarch of the See of St. Mark. | 2. The Commemoration of the Miracle performed by St. Basilius (Basil), Bishop of Caesarea, Cappadocia. | 1 . On this day of the year 1182 of martyrs, the honored father Abba Mattheos (Matthias) the Second, 90 th Pope of the See of St. Mark, departed. He was a monk in El-Muharraq monastery. He was chosen and enthroned in the year 1169 A.M. He sat on the throne of St. Mark for 13 years and then departed in peace. | The blessings of his prayers be with us. Amen."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_14-Tout.html,14 Toot ( The Fourteenth Day of the Blessed Month of Tute ),"The Departure of St. Agathon the Stylite | On this day St. Agathon the Stylite, departed. He was from the city of Tenis. The name of his father was Matra and his mother's name was Mariam. They were righteous and feared God. They loved to give alms and be merciful to the poor and needy. | The thought of monasticism was always on his mind. When he was 35 years old, he was ordained priest, and he devoted himself to serve the holy church. He asked the Lord Christ by day and night to facilitate for him the parting from this world to go to the desert. The Lord Christ answered his request and he went out from the city and came to Ternot (Mareot) and from there went to the desert. The angel of God appeared to him in the form of a monk who journeyed with him and brought him to the monastery of St. Macarius in Scete. | He came to the holy old men Abba Abraham and Abba Gawargah, became their disciple and remained with them for three years. Then, they took him before the altar and in the presence of the Hegumen Abba Yoanis and for three days they prayed over the monastic garb. They then ordained him a monk and dressed him with the holy Eskeem. From that hour he exerted himself with many worships, in continuous fasting and prayer and fought a great fight. He slept on the ground until his skin cleaved to his bones. He read continually the biography of Abba Simon the Stylite, and he thought of leading a solitary life. He took counsel with the holy fathers concerning that, and they approved his wish and they prayed for him."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_15-Tout.html,15 Toot ( The Fifteenth Day of the Blessed Month of Tute ),"Translocation of the Body of St. Stephen the Archdeacon | We celebrate on this day the translocation of the body of St. Stephen the Archdeacon and first Christian martyr. That was more than three hundred years after his martyrdom, the reign of Emperor Constantine and the spread of the noble worship. | St. Stephen, the striver and martyr, appeared several times to a man called Lucianus. He was from a village where the honored body was buried, known as the ""Village of Gamaliel,"" near Jerusalem. He told him his name and where his body was buried. | That man went to the bishop of Jerusalem and informed him of what he had seen in his sleep. The bishop rose up, took with him two bishops and the people of the church and went to the place where the body was. They dug the ground, and a mighty earthquake took place. The coffin wherein the holy body was lying was revealed. Sweet and precious aromas came out from it. They heard voices of angels praising God and saying, ""Glory to God in the highest and on earth peace, good will toward men."" This praise was repeated and the bishops bowed down before the coffin. They carried it away with songs, hymns and candles until they came to Jerusalem."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_16-Tout.html,16 Toot ( The Sixteenth Day of the Blessed Month of Tute ),"1. The Commemoration of the Consecration of the Sanctuaries of the church of Resurrection in Jerusalem. | 2. The Translocation of the Relics of St. John Chrysostom (of the Golden Mouth). | 1 . Today we celebrate the consecration of the sanctuaries of the church of Resurrection in Jerusalem in the year 326 A.D. In the twentieth year of the reign of Emperor Constantine and after the meeting of the Holy Council at Nicea, the saint Queen Helena told her son Constantine that she had vowed to go to Jerusalem to receive the blessings of the holy places and to search for the wood of the life-giving Cross. He rejoiced at this, gave her much money, and sent her in the company of a large number of soldiers. | When she arrived there and received the blessings of the holy places, she searched for the wood of the Cross and found it after much toil. She praised it with great veneration and paid to it much reverence and honor. She commanded the building of the sanctuaries of the Resurrection, the Golgotha, Bethlehem and the manger, the upper room of Zion, Gethsemane and other sanctuaries, and that they be inlaid with pearl and covered with gold and silver."
1- Tout,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/Eng_Senexar-Senksar-01-Tout-Coptic-Month.html,https://st-takla.org/Full-Free-Coptic-Books/Coptic-Synaxarium-or-Synaxarion_English/01-Toot/Coptic-Calendar_17-Tout.html,17 Toot ( The Seventeenth Day of the Blessed Month of Tute ),"1. The Feast of the Consecration of the Church of the Honorable Cross. | 2. The Departure of St. Theognosta. | 1 . On this day the church celebrates the consecration of the church of the Honorable Cross of our Lord Jesus Christ. The Cross was uncovered by the lover of God, Queen Helena, mother of Emperor Constantine, from under the pile of Golgotha, after she ordered its removal. As for the reason of how this great pile of dirt came into being: the Jewish leaders, when they saw all the signs and wonders which were manifested from the sepulchre of the Savior, such as raising the dead and healing the sick, became angry, and they sent forth throughout Judea and Jerusalem ordering all the people to cast the sweepings of their houses and the dirts over the sepulchre of Jesus of Nazareth. They continued to do so for more than 200 years, until it became a very great heap. | When St. Helena came to Jerusalem, and asked the Jews about the whereabouts of the Cross, they did not inform her. Finally, some of them told her about an old Jew called Judas who knew the place. She called him, and he denied it at first, but when she urged him, he told her about that pile. She ordered its removal and the Holy Cross was found. She built a church for it, consecrated it and celebrated for the Honorable Cross on the seventeenth day of the month of Tute. Christians make pilgrimages to that place every year as they do on the feast of the Resurrection."
